hour,temperature,weather_code,is_weekend,road_quality,traffic_volume,accident_risk
15,21.1,1,0,2,952,0
7,20.5,1,0,1,2539,0
3,19.2,1,0,1,100,0
7,37.6,1,0,3,2249,0
3,33.7,1,0,1,532,1
23,27.4,2,0,1,179,0
2,18.3,3,0,1,222,1
2,20.4,1,0,1,276,0
17,25.3,1,0,1,2642,0
18,14.8,1,0,3,2418,0
18,29.4,3,0,1,1935,0
20,10.8,1,0,1,1038,0
4,23.9,2,0,2,469,0
17,-2.9,1,0,3,2732,0
9,14.5,1,0,1,2436,0
21,40.8,1,0,1,901,0
20,30.4,1,0,1,970,0
5,35.4,3,0,1,507,1
0,13.3,1,0,1,455,0
4,21.0,1,0,1,204,0
8,32.8,1,0,1,2177,0
11,26.3,2,0,1,1221,0
13,25.1,1,0,1,1243,0
1,36.3,1,0,1,100,0
16,9.6,1,0,1,2410,0
13,18.2,1,0,1,1175,0
12,2.5,2,0,1,1077,0
8,9.0,1,0,1,2101,0
14,30.7,1,0,1,774,0
21,10.8,1,0,2,1116,0
14,27.4,3,0,1,849,0
23,36.6,1,0,1,433,0
10,18.2,1,0,1,1156,0
15,25.2,3,0,1,848,1
16,27.4,1,0,2,2584,1
3,7.8,4,0,1,126,0
0,13.8,1,0,1,322,0
7,10.0,1,0,1,2562,0
16,14.6,2,0,3,2841,1
2,27.2,3,0,2,100,1
19,14.0,1,0,1,1144,0
14,19.6,3,0,1,776,0
14,9.6,1,0,3,1148,0
23,32.3,3,0,3,215,0
21,14.5,1,0,1,1235,0
13,35.2,1,0,1,851,0
22,20.6,3,0,1,828,1
13,5.9,3,0,1,887,0
23,18.3,1,0,1,163,0
1,9.4,1,0,1,360,0
12,25.9,1,0,3,1201,0
13,17.4,1,0,1,986,0
23,21.6,1,0,2,450,0
18,16.3,1,0,1,2365,1
6,14.4,1,0,2,780,0
2,10.3,2,0,1,439,1
14,28.4,1,0,1,888,1
22,18.3,1,0,1,664,0
13,16.9,1,0,1,847,0
10,18.0,2,0,2,1269,0
14,13.2,1,0,1,1212,0
12,16.9,1,0,1,775,0
17,22.1,2,0,1,2207,0
5,9.7,3,0,2,158,0
2,11.1,2,0,1,508,1
18,33.8,3,0,1,1960,0
14,16.4,2,0,1,962,1
22,14.5,2,0,1,877,0
4,6.6,1,0,2,245,0
9,28.5,1,0,1,2669,0
6,9.4,1,0,1,1017,0
16,19.8,1,0,1,2459,0
6,2.9,1,0,1,1130,0
21,28.2,1,0,1,1014,0
11,31.8,2,0,1,1190,1
16,24.8,1,0,1,2363,0
12,4.7,1,0,1,1054,0
19,28.4,4,0,1,977,0
3,11.7,1,0,1,610,0
9,8.3,1,0,1,2281,0
2,16.2,1,0,2,265,1
8,16.0,3,0,2,1736,0
12,14.9,1,0,1,806,0
17,32.7,2,0,1,2503,0
14,40.1,1,0,1,594,0
3,6.3,1,0,3,383,0
14,13.1,1,0,2,1111,0
21,21.4,2,0,1,984,0
1,16.1,3,0,1,100,0
14,24.0,2,0,1,951,0
7,29.2,2,0,1,2923,0
7,27.5,1,0,2,2395,0
16,26.1,2,0,1,2342,1
11,36.6,1,0,2,537,0
18,4.1,2,0,1,2708,0
9,34.8,1,0,1,2251,0
8,15.9,1,0,1,2517,0
4,27.9,1,0,1,721,0
5,9.7,1,0,3,373,0
19,10.9,1,0,1,1071,0
1,26.6,2,0,1,234,0
23,0.7,1,0,1,362,0
12,29.9,1,0,1,1015,1
5,32.6,2,0,1,408,1
4,21.8,1,0,3,100,0
0,21.4,2,0,1,375,1
20,11.7,1,0,1,1086,1
21,26.7,4,0,2,1309,1
20,23.5,1,0,1,999,0
5,10.8,1,0,1,344,0
5,16.1,1,0,1,379,1
22,18.4,1,0,1,1084,0
15,16.1,3,0,3,553,1
3,6.4,1,0,1,463,0
10,27.0,1,0,1,816,0
23,17.6,1,0,1,381,0
22,20.2,3,0,1,628,0
8,14.2,1,0,1,2455,1
22,24.8,4,0,1,705,0
2,22.0,1,0,2,250,0
18,32.1,1,0,1,2483,0
7,24.8,1,0,1,2574,0
4,18.0,3,0,1,220,0
3,12.6,3,0,1,414,1
23,28.7,1,0,1,193,0
5,17.2,1,0,1,385,0
1,18.3,2,0,1,133,1
19,18.3,1,0,1,1356,1
10,16.0,1,0,1,1086,0
3,18.5,1,0,1,160,0
14,39.3,1,0,1,1346,0
5,9.5,1,0,3,403,0
21,11.9,1,0,1,861,0
16,33.8,1,0,3,2473,0
23,16.3,3,0,1,100,0
5,15.5,1,0,3,100,1
18,30.3,2,0,1,2741,1
1,5.8,1,0,1,120,0
14,28.2,2,0,3,732,1
10,20.5,1,0,1,1127,0
7,24.6,2,0,1,2831,0
18,24.5,1,0,2,2731,0
12,13.7,3,0,1,1258,0
11,30.5,1,0,1,1484,0
4,14.5,1,0,1,119,0
5,24.1,4,0,1,177,0
21,32.4,1,0,1,685,0
3,33.8,1,0,3,100,0
18,17.3,3,0,1,2214,1
19,24.6,1,0,2,1055,0
0,16.4,1,0,1,591,0
19,45.0,4,0,2,626,1
16,27.8,1,0,1,2390,0
11,20.8,3,0,2,918,0
14,23.1,1,0,1,1211,1
0,24.1,2,0,2,100,1
13,24.4,1,0,1,951,0
5,17.6,4,0,1,319,0
4,16.1,1,0,1,456,0
10,18.5,1,0,1,1196,0
3,8.6,2,0,1,285,0
12,27.2,1,0,1,752,0
10,12.0,2,0,1,614,1
2,9.4,3,0,1,203,0
0,19.9,1,0,1,242,0
5,18.7,2,0,1,140,0
17,22.5,1,0,2,2678,0
23,14.3,1,0,3,100,1
9,16.1,1,0,1,2367,0
4,26.9,2,0,1,533,0
22,26.3,1,0,1,845,0
9,25.9,2,0,2,2564,0
11,20.3,1,0,1,998,0
1,21.7,2,0,1,348,0
12,22.3,1,0,1,1176,0
7,13.4,3,0,2,2065,0
1,34.7,1,0,1,100,0
19,33.3,1,0,1,756,1
0,27.9,1,0,1,358,0
4,15.7,2,0,1,116,0
8,25.4,1,0,1,2691,1
16,29.8,2,0,1,2561,1
8,7.8,1,0,3,2156,0
10,36.9,2,0,1,1377,0
14,2.6,1,0,3,926,1
23,27.0,1,0,1,258,1
5,34.5,1,0,1,384,0
22,18.9,1,0,2,982,1
2,18.5,1,0,1,492,0
16,26.7,3,0,1,1796,0
4,38.5,4,0,2,469,0
11,17.2,2,0,1,1136,0
17,12.2,1,0,1,2345,0
13,15.8,1,0,2,1050,0
20,4.5,2,0,1,1242,0
23,29.0,1,0,1,404,0
10,14.9,3,0,2,829,1
8,17.9,1,0,1,2624,0
1,29.1,4,0,1,381,1
11,16.2,1,0,2,898,0
2,27.6,2,0,1,331,0
2,9.6,1,0,2,469,1
0,29.6,3,0,3,266,0
7,23.4,1,0,1,2356,0
21,19.1,2,0,1,1056,0
7,21.3,3,0,1,1921,0
10,7.1,1,0,1,1116,0
8,21.1,1,0,3,2785,0
4,18.6,1,0,1,435,1
13,7.4,1,0,1,835,0
2,13.3,1,0,1,360,0
20,18.7,1,0,2,484,0
4,13.9,1,0,1,280,0
4,-4.1,2,0,2,488,0
18,30.8,2,0,1,2580,1
13,18.6,1,0,2,1022,0
3,-2.7,3,0,1,665,0
12,41.3,3,0,1,459,0
9,32.4,1,0,2,2203,0
17,16.5,1,0,1,2596,0
7,11.6,1,0,1,2679,0
7,24.0,2,0,3,2687,0
6,22.0,2,0,1,885,0
7,25.4,1,0,1,2331,0
13,11.6,2,0,1,801,0
18,31.0,1,0,2,2564,1
5,15.3,1,0,1,103,0
0,26.8,2,0,1,522,0
22,12.0,2,0,1,995,0
14,46.5,1,0,1,859,0
0,27.0,1,0,2,160,0
16,48.8,3,0,1,1693,0
0,28.3,1,0,1,141,0
14,14.4,2,0,1,889,0
22,28.3,1,0,1,1081,0
1,29.0,1,0,3,280,0
13,23.7,1,0,1,828,0
20,26.3,1,0,1,754,0
7,27.6,2,0,1,2452,0
7,10.1,1,0,2,2089,0
18,9.4,1,0,1,2436,0
6,12.1,1,0,1,1223,0
18,21.3,1,0,2,2459,0
5,17.8,3,0,2,271,1
5,10.2,2,0,2,307,0
2,27.8,1,0,1,100,0
6,22.8,2,0,3,1351,0
18,21.7,2,0,1,2418,0
7,17.4,2,0,1,2499,0
9,16.2,1,0,1,2368,0
19,11.6,1,0,1,1227,0
14,29.3,1,0,2,708,0
14,13.0,3,0,1,1060,1
0,22.1,2,0,2,239,0
19,36.6,1,0,2,893,0
6,16.7,1,0,1,874,0
3,29.6,1,0,2,661,0
5,25.7,1,0,1,100,0
0,23.1,4,0,1,133,0
4,24.3,1,0,2,100,0
22,19.1,1,0,1,637,0
0,20.3,4,0,1,501,1
3,14.5,1,0,1,294,0
21,20.4,2,0,2,767,0
1,14.1,1,0,1,465,0
9,30.1,1,0,1,2419,0
4,3.0,1,0,1,170,0
9,24.8,2,0,2,2615,0
0,23.4,1,0,1,215,0
21,22.5,1,0,1,807,0
5,30.2,2,0,1,439,0
12,17.1,1,0,1,971,0
14,22.6,1,0,1,1149,0
3,2.8,1,0,1,219,0
12,15.8,1,0,1,1203,1
23,28.6,2,0,1,302,0
19,6.6,2,0,1,1211,0
23,21.6,4,0,1,445,0
14,13.2,2,0,1,1247,0
7,18.9,1,0,1,2513,0
4,13.8,3,0,1,316,0
14,7.5,1,0,1,953,0
3,23.9,1,0,1,120,0
11,19.5,1,0,1,1400,0
12,26.1,1,0,1,849,0
1,27.9,2,0,1,480,0
18,32.3,1,0,3,2645,0
18,21.3,1,0,1,2536,0
3,32.7,1,0,3,269,0
3,10.2,1,0,1,270,1
10,29.1,1,0,1,868,0
4,24.6,2,0,2,318,0
19,22.3,1,0,1,763,0
10,24.4,3,0,1,949,0
9,10.4,1,0,3,2454,0
7,8.0,1,0,1,2307,0
5,37.1,2,0,1,100,0
5,18.3,3,0,1,213,0
7,18.2,1,0,3,2480,1
22,9.0,2,0,2,896,0
14,5.2,4,0,1,900,1
13,19.1,4,0,1,869,0
10,16.6,2,0,2,1011,1
11,20.0,2,0,1,814,0
12,20.9,1,0,1,851,0
7,44.9,3,0,1,1720,0
17,16.6,1,0,1,2461,0
0,35.8,4,0,1,352,1
14,36.4,1,0,2,757,0
7,27.5,1,0,2,2387,0
10,17.6,1,0,1,989,0
11,6.4,1,0,1,1111,0
11,24.8,1,0,1,704,0
3,30.2,1,0,1,743,0
15,37.5,2,0,1,1150,0
3,10.5,2,0,1,180,0
4,17.6,1,0,1,100,1
23,10.6,2,0,1,356,0
4,13.7,1,0,1,394,0
7,26.6,1,0,1,2301,1
9,13.2,2,0,1,2277,0
16,11.8,3,0,1,1821,1
8,28.0,1,0,2,2512,0
21,24.5,1,0,2,1015,0
18,23.5,1,0,1,2932,0
13,13.5,1,0,1,567,0
7,32.9,1,0,1,2365,0
8,20.1,4,0,1,1894,0
21,43.8,3,0,1,897,0
10,21.6,2,0,3,1105,0
22,-3.3,1,0,1,960,0
0,-3.8,2,0,1,602,0
13,26.2,1,0,1,776,0
4,33.0,1,0,1,160,0
20,12.2,1,0,1,736,0
13,41.0,2,0,1,970,0
3,36.6,3,0,1,173,0
21,22.1,1,0,1,1157,0
22,25.4,1,0,3,1370,0
0,28.9,1,0,1,598,0
21,38.9,3,0,1,555,0
22,26.8,1,0,1,1010,0
18,21.9,1,0,1,2654,0
7,26.7,2,0,1,2633,0
14,25.4,1,0,1,1462,0
20,29.2,1,0,1,956,0
14,4.3,1,0,1,1015,0
8,23.2,2,0,1,2948,0
20,24.6,1,0,1,1083,0
8,19.3,4,0,1,1880,0
9,27.8,2,0,1,2305,1
19,39.2,1,0,1,1041,0
20,21.4,1,0,1,1213,1
8,26.9,1,0,1,2710,0
2,36.1,1,0,1,125,0
19,21.6,3,0,3,820,0
10,11.1,3,0,1,709,0
5,26.2,1,0,3,270,0
1,-2.0,1,0,1,481,0
6,-3.0,1,0,1,990,0
17,23.3,1,0,1,2630,1
1,-3.4,1,0,1,436,0
16,6.8,1,0,1,2377,0
10,16.2,4,0,1,1045,1
11,12.8,1,0,3,780,1
18,18.5,1,0,1,2247,0
21,31.1,3,0,1,704,1
23,22.4,1,0,2,104,0
6,11.6,1,0,2,1121,0
19,33.5,1,0,1,1512,0
5,5.7,1,0,1,525,0
20,22.2,4,0,1,636,0
23,4.6,3,0,1,100,0
0,22.5,3,0,1,435,0
16,16.8,3,0,1,1763,0
10,30.8,1,0,1,803,0
21,27.2,3,0,3,873,0
17,14.1,4,0,3,1891,0
20,12.2,1,0,1,1023,0
16,16.8,1,0,1,2433,0
6,38.8,1,0,1,994,0
16,36.2,1,0,1,2674,1
19,10.3,1,0,1,1124,0
8,28.0,3,0,3,2183,0
16,2.7,3,0,1,2127,1
19,15.5,1,0,1,1141,0
21,10.7,1,0,1,999,0
21,30.7,3,0,3,509,0
7,7.1,2,0,3,2478,0
16,24.3,1,0,2,2563,0
6,20.0,2,0,1,1014,0
0,18.2,3,0,1,323,0
12,36.7,3,0,1,1212,0
22,37.6,1,0,1,899,0
18,18.6,1,0,2,2419,0
23,16.5,3,0,1,481,0
18,4.9,1,0,1,2524,0
16,20.0,2,0,1,2590,0
12,39.5,1,0,1,881,0
15,18.7,1,0,1,853,0
7,27.3,1,0,1,2258,0
18,6.0,1,0,1,2534,0
17,15.7,3,0,1,1804,0
0,24.6,1,0,3,100,1
13,21.1,3,0,1,932,1
18,28.2,3,0,1,1873,0
14,14.0,1,0,1,759,1
17,2.5,2,0,1,2239,0
1,31.2,1,0,2,482,1
21,10.6,2,0,1,978,0
16,25.1,1,0,1,2420,0
17,24.5,1,0,3,2534,0
5,3.4,1,0,2,315,1
18,30.5,2,0,1,2394,0
3,14.3,3,0,1,173,0
0,20.6,1,0,1,446,1
7,16.4,1,0,2,2664,0
22,36.2,1,0,1,832,0
6,33.4,3,0,1,1055,0
2,1.9,1,0,1,701,0
9,42.6,2,0,1,2441,1
9,13.2,1,0,2,2436,1
18,41.0,1,0,3,2320,0
13,17.4,3,0,1,666,0
1,16.6,2,0,1,364,0
0,17.5,2,0,1,763,0
22,16.0,1,0,2,1145,0
22,45.2,3,0,2,733,0
17,19.2,1,0,3,2415,0
6,17.0,3,0,3,667,1
7,20.8,1,0,1,2711,0
0,10.3,1,0,2,251,0
22,36.0,1,0,1,1090,0
2,5.3,1,0,1,252,0
23,13.9,1,0,1,723,0
22,29.4,3,0,1,693,0
7,20.4,2,0,2,2359,1
21,25.5,4,0,1,703,0
14,35.3,1,0,2,1084,0
4,30.0,1,0,1,586,0
2,21.4,3,0,1,325,0
18,40.9,1,0,1,2641,0
0,13.7,1,0,1,413,0
14,19.0,3,0,1,466,0
7,19.7,1,0,1,2496,1
1,19.0,1,0,2,236,0
2,9.3,3,0,1,211,0
23,4.2,1,0,1,135,0
13,24.2,3,0,2,973,0
23,13.7,1,0,1,309,0
13,39.1,2,0,1,1008,0
10,19.3,1,0,1,970,0
15,17.5,2,0,1,874,0
3,30.9,1,0,1,100,1
19,24.0,3,0,1,854,1
4,18.2,1,0,1,322,0
21,13.6,1,0,1,1106,0
20,56.6,2,0,1,1014,1
13,23.6,1,0,1,784,0
22,30.8,1,0,3,841,0
15,9.8,1,0,1,1267,0
17,14.2,1,0,1,2563,0
6,41.1,1,0,2,1160,0
9,34.0,1,0,2,2683,0
6,24.6,1,0,2,803,1
0,16.2,2,0,3,231,0
22,17.7,1,0,1,1136,0
20,13.2,1,0,1,836,0
18,8.4,4,0,1,1918,0
15,29.2,3,0,1,696,0
18,25.4,1,0,1,2352,1
3,27.4,1,0,1,273,0
17,16.6,3,0,2,1902,0
1,22.6,1,0,1,220,0
0,15.7,1,0,1,353,0
14,12.7,1,0,1,1199,0
4,36.7,2,0,1,452,0
19,21.2,1,0,2,1035,1
10,25.1,2,0,3,1327,0
9,28.4,2,0,2,2631,0
1,21.3,1,0,1,460,1
2,22.4,3,0,3,207,1
22,9.1,1,0,1,922,0
22,11.0,1,0,2,1075,0
11,10.5,1,0,1,1181,0
19,26.1,1,0,1,1034,0
4,20.7,1,0,3,173,0
4,11.0,1,0,1,100,0
5,25.8,1,0,2,100,0
8,25.4,1,0,1,2508,0
1,13.1,1,0,2,463,0
20,19.7,2,0,3,539,0
11,25.5,1,0,1,878,1
2,11.4,2,0,1,145,0
19,25.7,1,0,1,1075,0
21,23.0,1,0,3,866,0
11,10.0,1,0,1,753,0
23,22.2,1,0,1,178,0
16,23.7,1,0,1,2346,0
9,13.7,1,0,1,2502,0
23,14.5,4,0,1,197,0
13,9.9,4,0,1,888,0
22,15.5,1,0,2,998,0
16,19.9,2,0,1,2702,1
17,14.6,1,0,1,2410,0
18,5.2,1,0,1,2624,0
16,13.1,2,0,1,2563,0
13,15.8,1,0,3,940,0
8,28.2,1,0,1,2637,0
7,25.9,1,0,1,2339,0
1,28.4,1,0,1,547,0
12,12.6,1,0,2,844,0
6,21.4,1,0,3,731,0
8,-4.2,1,0,1,2216,0
21,24.3,1,0,1,1018,0
21,26.1,2,0,1,887,0
10,16.5,1,0,2,1036,0
13,23.0,2,0,1,779,0
3,4.9,2,0,3,397,0
12,12.0,2,0,2,1036,0
1,27.7,2,0,2,208,1
22,25.1,1,0,1,1124,0
4,15.9,1,0,1,415,1
10,28.1,1,0,2,1018,0
5,21.4,4,0,1,417,0
17,15.0,1,0,1,2722,1
20,18.2,1,0,1,842,0
9,15.4,1,0,1,2726,0
3,8.2,4,0,1,100,1
8,32.6,1,0,1,2654,0
5,14.3,1,0,1,489,1
1,11.7,1,0,1,265,1
16,4.7,4,0,1,1989,1
4,-6.4,1,0,1,240,1
5,27.0,1,0,1,135,0
11,27.9,2,0,2,872,0
22,31.9,1,0,2,1099,0
20,18.5,3,0,2,971,1
9,16.8,1,0,2,2497,0
21,14.9,1,0,1,797,0
20,15.8,3,0,1,570,1
5,31.2,4,0,1,218,0
7,19.7,1,0,1,2394,0
1,23.8,1,0,1,537,0
11,15.6,3,0,1,659,1
12,33.2,1,0,3,1119,0
20,1.0,3,0,1,675,0
6,7.8,3,0,1,743,1
9,23.8,1,0,3,2534,0
12,37.5,4,0,2,903,0
16,17.7,1,0,1,2584,0
20,11.6,2,0,3,888,0
13,30.0,1,0,1,1020,0
1,23.2,3,0,2,165,1
21,32.9,2,0,1,713,1
10,7.1,2,0,1,1045,0
0,32.1,3,0,2,492,1
18,4.5,1,0,1,2808,0
20,17.1,1,0,1,1063,1
3,24.1,3,0,1,290,0
18,21.9,2,0,1,1976,0
20,30.6,3,0,3,1345,0
10,1.7,3,0,1,1086,1
7,21.4,1,0,1,2651,0
10,32.0,1,0,1,1014,0
3,20.6,1,0,1,100,0
16,8.6,2,0,1,2536,0
6,30.1,1,0,1,1006,0
7,13.5,2,0,3,2218,0
2,11.8,1,0,1,389,0
21,10.5,1,0,1,1247,0
1,18.0,1,0,1,368,0
22,21.8,1,0,1,1067,0
14,7.3,2,0,1,1080,0
23,9.4,1,0,2,235,0
21,13.1,1,0,3,1151,0
21,10.5,1,0,1,1304,0
4,20.4,2,0,1,308,0
23,23.6,3,0,3,100,0
0,22.2,1,0,1,100,0
3,22.3,2,0,1,400,0
14,36.7,1,0,3,1122,0
19,24.2,1,0,2,1072,0
18,27.8,2,0,1,2452,0
2,15.9,1,0,1,355,0
19,29.4,2,0,1,892,0
10,15.4,1,0,1,857,0
16,24.1,4,0,2,1800,1
12,6.3,1,0,1,802,0
10,21.7,1,0,1,1106,0
1,10.2,3,0,1,186,0
8,29.4,1,0,1,2363,0
1,28.8,1,0,1,100,0
20,15.3,1,0,2,1134,0
8,40.5,1,0,1,2713,0
8,17.1,1,0,1,2295,0
7,3.9,1,0,1,2475,0
16,12.2,2,0,2,2313,0
0,9.6,1,0,1,271,0
10,23.8,2,0,1,1121,0
7,7.6,1,0,1,2823,0
9,14.6,1,0,1,2410,0
6,23.1,1,0,2,1139,0
2,21.4,1,0,1,444,0
2,19.9,1,0,2,269,0
17,21.3,1,0,2,2732,0
4,16.3,1,0,3,234,0
11,4.0,1,0,1,1087,1
11,16.0,1,0,1,885,1
18,24.7,1,0,1,2606,0
5,18.6,2,0,1,386,0
1,23.9,1,0,2,537,0
11,14.1,1,0,2,1367,0
18,29.9,1,0,1,2683,0
4,-5.6,1,0,1,434,0
11,21.4,1,0,1,921,0
16,33.5,3,0,1,1546,0
16,35.0,2,0,2,2759,0
9,17.7,2,0,1,2871,0
22,6.7,3,0,1,862,0
16,33.7,1,0,1,2298,0
14,19.5,1,0,3,1275,0
11,18.4,2,0,1,1221,0
15,11.1,1,0,3,592,0
23,7.5,1,0,2,328,0
18,25.6,2,0,1,2548,0
7,26.7,2,0,1,2179,0
20,22.0,1,0,1,784,0
16,12.4,1,0,1,2718,1
22,9.4,2,0,2,1013,0
4,5.7,3,0,1,100,0
21,14.4,2,0,1,866,0
15,9.9,4,0,1,559,1
5,2.9,1,0,1,315,0
7,26.5,1,0,1,2650,0
17,6.8,1,0,1,2735,0
11,29.8,1,0,1,866,0
14,23.9,3,0,1,729,0
8,22.9,4,0,1,2100,0
12,36.7,1,0,1,1190,0
14,7.1,1,0,1,1074,0
9,28.7,1,0,2,2753,0
15,17.0,3,0,1,1163,0
6,45.7,1,0,1,673,0
16,16.2,1,0,1,2803,0
22,14.6,1,0,1,1259,0
20,24.3,1,0,1,764,0
21,17.9,3,0,3,892,0
6,12.4,1,0,1,1127,1
13,10.3,1,0,1,782,0
14,34.6,1,0,1,987,0
20,8.4,1,0,1,1031,0
6,22.2,2,0,1,784,1
8,30.6,1,0,1,2432,0
18,31.0,1,0,3,2780,0
15,14.0,3,0,1,1136,0
7,17.9,1,0,1,2279,0
17,16.0,2,0,3,1967,1
22,4.6,1,0,2,1247,1
17,25.4,1,0,3,2864,0
19,20.4,2,0,1,1175,0
6,34.4,3,0,1,742,0
2,11.8,1,0,2,100,0
17,30.9,1,0,1,2623,0
9,31.6,1,0,1,2710,1
6,20.5,1,0,2,868,0
16,-1.7,1,0,1,2555,0
13,14.9,2,0,2,913,0
23,37.9,1,0,3,450,1
2,23.0,1,0,2,100,0
11,26.9,1,0,1,1079,0
12,19.1,1,0,1,926,0
1,17.8,2,0,2,666,0
2,1.3,1,0,3,362,0
4,27.9,1,0,1,441,1
10,30.8,4,0,1,611,0
7,10.5,1,0,2,2455,0
22,18.2,1,0,1,1078,0
22,16.9,1,0,1,928,0
11,24.2,4,0,1,751,0
6,14.6,4,0,1,852,0
14,29.3,1,0,2,657,1
23,20.7,1,0,1,195,0
16,-5.5,3,0,1,2157,0
3,24.4,1,0,1,221,0
21,30.0,1,0,1,1467,0
12,8.5,3,0,1,818,0
17,24.1,1,0,2,2129,0
0,38.3,1,0,1,388,0
15,21.1,3,0,1,588,0
12,31.4,1,0,1,1067,1
9,15.6,1,0,1,2386,1
11,19.8,1,0,1,900,0
1,18.0,1,0,1,507,0
22,16.1,1,0,1,683,0
2,18.5,1,0,1,202,1
9,3.7,2,0,1,2380,0
1,16.7,3,0,2,507,1
22,33.4,1,0,2,930,0
12,10.4,2,0,1,811,0
12,9.3,2,0,1,1046,0
17,20.6,2,0,3,2321,0
2,21.1,1,0,1,150,0
6,23.8,3,0,2,938,0
13,18.9,1,0,1,426,0
19,20.7,1,0,1,807,0
16,16.5,1,0,2,2364,0
20,7.2,2,0,1,1309,0
11,19.3,1,0,1,1089,0
15,27.2,1,0,3,993,1
23,25.2,2,0,2,279,0
11,2.6,3,0,1,824,1
14,22.5,2,0,1,1049,0
9,11.1,1,0,1,2525,0
6,33.9,1,0,2,1389,0
19,23.3,2,0,3,912,1
4,29.0,1,0,2,334,0
0,20.2,2,0,2,307,0
16,19.3,1,0,1,2687,0
2,35.0,3,0,2,101,0
12,29.7,1,0,2,926,1
13,21.2,1,0,2,697,0
23,18.0,3,0,1,437,0
17,2.9,1,0,3,2195,0
3,23.2,1,0,1,407,0
17,18.7,3,0,1,2336,0
4,25.5,1,0,1,685,0
15,28.6,1,0,1,938,0
0,32.3,1,0,1,230,0
20,23.4,1,0,2,985,0
13,9.5,1,0,1,1180,0
14,-1.5,2,0,1,973,0
8,11.8,2,0,1,2445,0
14,33.3,1,0,2,1214,0
16,38.2,1,0,1,2508,0
23,17.6,3,0,1,209,0
3,5.4,4,0,1,100,1
11,13.5,1,0,1,1205,1
4,31.4,3,0,2,289,1
4,14.1,2,0,2,297,0
10,25.9,1,0,2,627,0
5,21.7,1,0,1,490,1
6,27.1,1,0,1,773,0
23,38.2,3,0,1,330,0
13,25.9,2,0,1,844,0
23,21.5,2,0,1,100,0
10,39.3,1,0,1,1185,0
12,23.5,2,0,1,1020,1
1,12.1,2,0,3,308,0
6,26.9,3,0,2,1190,0
19,24.5,1,0,1,1387,0
3,16.9,2,0,1,250,0
7,14.8,1,0,3,2238,0
19,17.0,2,0,1,1282,0
21,14.7,2,0,2,731,0
20,17.3,1,0,1,1095,0
18,11.6,2,0,2,2446,0
12,23.9,1,0,2,1015,0
13,23.1,3,0,1,1045,0
9,23.5,1,0,1,2342,0
10,19.4,2,0,1,878,0
1,18.2,3,0,3,391,0
8,34.4,1,0,1,2857,0
16,20.7,1,0,1,2994,0
2,32.6,1,0,1,100,0
23,10.0,1,0,2,216,0
5,25.9,1,0,2,100,0
4,12.7,2,0,1,469,0
4,14.4,3,0,1,252,1
21,15.9,3,0,1,975,0
14,15.3,1,0,1,920,0
22,15.3,2,0,1,1139,0
16,32.2,3,0,1,1964,0
8,20.5,1,0,3,2528,0
2,22.3,1,0,1,184,0
19,15.4,1,0,2,1272,0
16,28.6,3,0,1,1747,0
9,23.6,1,0,1,2477,0
2,16.9,2,0,1,656,0
17,4.2,1,0,1,2755,0
17,22.2,4,0,1,1831,0
16,25.8,1,0,2,2341,0
23,10.2,2,0,1,402,0
2,17.0,1,0,1,429,0
2,25.4,1,0,3,537,0
5,4.3,2,0,1,100,0
12,13.5,4,0,1,1063,0
23,23.8,1,0,1,119,0
14,31.1,1,0,2,1266,0
8,41.9,1,0,2,2176,1
3,39.6,1,0,1,100,0
13,21.4,1,0,1,1344,0
4,15.2,2,0,2,655,1
1,29.2,3,0,3,260,0
10,14.6,1,0,1,934,0
8,12.4,1,0,2,2496,1
23,16.9,1,0,1,382,0
2,15.7,1,0,1,400,0
8,24.1,1,0,1,2441,0
2,14.0,1,0,1,100,0
1,20.9,1,0,1,191,0
11,35.9,1,0,3,688,0
9,21.2,1,0,1,2653,1
8,35.2,1,0,1,2573,0
14,32.0,1,0,1,977,0
7,25.9,3,0,2,1949,0
4,16.5,2,0,3,693,0
10,30.4,3,0,1,1029,0
1,17.5,1,0,1,341,0
23,20.0,1,0,1,192,0
14,23.3,1,0,1,1257,0
5,19.9,1,0,1,322,0
7,12.8,2,0,1,2370,0
4,4.7,1,0,2,181,0
15,29.6,1,0,1,1132,0
17,25.7,1,0,1,2690,0
5,2.8,1,0,1,427,0
4,12.5,4,0,1,371,1
15,21.8,1,0,1,939,1
12,24.4,2,0,1,891,0
4,4.8,1,0,2,329,0
12,19.1,4,0,1,783,1
16,25.4,1,0,1,2299,0
17,16.5,2,0,1,2493,0
7,22.6,1,0,3,2637,0
12,15.1,2,0,1,921,0
18,29.1,1,0,3,2817,0
2,12.0,1,0,1,100,0
23,8.6,3,0,1,100,1
7,20.3,4,0,2,1885,1
1,5.7,1,0,1,464,0
7,-1.1,3,0,1,2042,0
12,30.8,1,0,1,822,0
12,10.2,3,0,2,425,0
0,6.7,2,0,1,100,0
5,11.9,1,0,1,100,0
23,11.4,3,0,1,414,0
18,18.6,3,0,1,1788,0
15,9.1,1,0,1,1136,0
7,25.0,2,0,1,2608,0
0,26.5,1,0,1,538,0
15,7.3,3,0,1,657,0
8,13.8,2,0,1,2580,0
12,14.8,1,0,1,1024,0
10,18.3,2,0,1,1024,0
12,30.8,1,0,3,996,1
20,31.4,1,0,2,1168,0
